Player,Team,Match Up,Game Date,Column 5,Win Loss,Min,Points,FGM,FGA,FG%,3PT,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,Fantasy
Troy Brown Jr.,CHI,21,34,15.4,0.0,0.0,0.8,0.3,0.2,0.5,66.7,33.3,0.03,1.2,1.3,2.5,,,,,,,,,,
Zeke Nnaji,DEN,20,42,9.5,0.3,0.6,0.5,0.1,0.1,0.1,40.0,60.0,0.00,1.4,1.2,2.5,,,,,,,,,,
Kris Dunn,ATL,27,4,11.4,0.0,0.0,2.0,0.3,0.0,0.3,100,0.0,0.00,1.3,1.3,2.5,,,,,,,,,,
Malik Monk,CHA,23,42,20.9,0.1,0.2,0.8,0.1,0.2,0.3,42.9,57.1,0.00,1.1,1.4,2.5,,,,,,,,,,
Terence Davis,SAC,24,61,17.6,0.1,0.1,1.2,0.2,0.1,0.3,66.7,33.3,0.02,1.0,1.5,2.5,,,,,,,,,,
Robert Franks,ORL,24,7,14.4,0.7,1.7,0.3,0.0,0.3,0.3,0.0,100,0.14,1.7,0.7,2.4,,,,,,,,,,
Paul Reed,PHI,22,26,6.8,0.5,1.1,0.8,0.1,0.3,0.4,30.0,70.0,0.00,1.4,1.1,2.4,,,,,,,,,,
Damyean Dotson,CLE,27,46,19.7,0.1,0.2,0.6,0.2,0.1,0.3,53.3,46.7,0.00,0.8,1.6,2.4,,,,,,,,,,
Chris Paul,PHX,36,70,31.4,0.3,0.7,2.5,0.5,0.6,1.1,48.7,51.3,0.04,0.9,1.5,2.4,,,,,,,,,,
Mike James,BKN,30,13,18.2,0.1,0.1,0.9,0.3,0.2,0.5,57.1,42.9,0.00,0.8,1.6,2.4,,,,,,,,,,
Norvel Pelle,NYK,28,13,6.4,1.1,2.5,0.1,0.2,0.1,0.3,75.0,25.0,0.00,2.0,0.4,2.4,,,,,,,,,,
Tyler Cook,DET,23,32,13.7,0.9,2.1,0.6,0.3,0.1,0.4,69.2,30.8,0.00,1.3,1.1,2.4,,,,,,,,,,
Jordan Poole,GSW,22,51,19.4,0.2,0.4,0.8,0.3,0.2,0.6,58.6,41.4,0.06,0.9,1.4,2.4,,,,,,,,,,
Chandler Hutchison,WAS,25,25,13.8,0.3,0.8,0.9,0.0,0.1,0.1,33.3,66.7,0.04,1.2,1.1,2.4,,,,,,,,,,
Gabe Vincent,MIA,25,50,13.1,0.2,0.6,1.2,0.1,0.3,0.3,17.6,82.4,0.24,0.7,1.7,2.4,,,,,,,,,,
Saben Lee,DET,22,48,16.3,0.2,0.5,1.1,0.3,0.2,0.5,54.2,45.8,0.10,0.9,1.4,2.4,,,,,,,,,,
Thanasis Antetokounmpo,MIL,28,57,9.7,0.4,1.1,0.9,0.4,0.2,0.6,71.9,28.1,0.04,1.4,0.9,2.4,,,,,,,,,,
DeAndre' Bembry,TOR,26,51,19.1,0.2,0.4,1.6,0.2,0.3,0.5,42.3,57.7,0.00,1.0,1.4,2.3,,,,,,,,,,
Meyers Leonard,MIA,29,3,9.8,1.0,2.7,0.3,0.0,0.0,0.0,0.0,0.0,0.00,1.3,1.0,2.3,,,,,,,,,,
Payton Pritchard,BOS,23,66,19.2,0.1,0.2,1.2,0.2,0.2,0.4,48.0,52.0,0.05,1.0,1.3,2.3,,,,,,,,,,
Ben McLemore,LAL,28,53,17.1,0.1,0.1,0.8,0.1,0.2,0.4,42.1,57.9,0.02,1.3,1.1,2.3,,,,,,,,,,
Rodney Hood,TOR,28,55,17.1,0.2,0.5,0.9,0.2,0.1,0.3,64.3,35.7,0.09,1.3,1.0,2.3,,,,,,,,,,
Jalen Harris,TOR,22,13,13.2,0.0,0.0,0.8,0.1,0.1,0.3,50.0,50.0,0.00,0.5,1.7,2.2,,,,,,,,,,
John Konchar,MEM,25,43,13.4,0.2,0.4,1.3,0.2,0.2,0.4,56.3,43.8,0.02,1.1,1.1,2.2,,,,,,,,,,
Sean McDermott,MEM,24,18,8.8,0.0,0.0,0.2,0.1,0.1,0.2,33.3,66.7,0.00,1.1,1.2,2.2,,,,,,,,,,
Anthony Tolliver,PHI,36,11,9.0,0.5,1.1,0.2,0.0,0.2,0.2,0.0,100,0.09,1.1,1.1,2.2,,,,,,,,,,
Alize Johnson,BKN,25,18,10.5,0.1,0.3,0.2,0.5,0.4,0.9,56.3,43.8,0.06,1.2,1.0,2.2,,,,,,,,,,
Bruno Fernando,ATL,22,33,6.8,1.0,2.3,0.3,0.1,0.1,0.2,66.7,33.3,0.00,1.4,0.8,2.1,,,,,,,,,,
Jordan Nwora,MIL,22,30,9.1,0.0,0.0,0.6,0.1,0.1,0.2,66.7,33.3,0.03,1.2,1.0,2.1,,,,,,,,,,
Lou Williams,ATL,34,66,21.6,0.3,0.8,1.2,0.3,0.3,0.5,48.6,51.4,0.05,0.6,1.5,2.1,,,,,,,,,,
Tyus Jones,MEM,25,70,17.5,0.1,0.2,1.3,0.1,0.2,0.4,37.0,63.0,0.01,0.8,1.4,2.1,,,,,,,,,,
Edmond Sumner,IND,25,53,16.2,0.1,0.1,1.3,0.2,0.3,0.5,33.3,66.7,0.00,1.1,0.9,2.1,,,,,,,,,,
Alen Smailagic,GSW,20,15,5.6,0.7,1.9,0.5,0.0,0.1,0.1,0.0,100,0.00,1.7,0.4,2.1,,,,,,,,,,
Chris Silva,SAC,24,15,6.2,1.1,2.5,0.3,0.3,0.1,0.3,80.0,20.0,0.07,1.5,0.5,2.1,,,,,,,,,,
Kevin Knox II,NYK,21,42,11.1,0.1,0.3,0.3,0.1,0.2,0.3,33.3,66.7,0.00,1.0,1.1,2.1,,,,,,,,,,
Bryn Forbes,MIL,27,70,19.3,0.3,0.7,0.6,0.1,0.2,0.3,42.1,57.9,0.00,0.6,1.4,2.0,,,,,,,,,,
Brandon Goodwin,ATL,25,47,13.2,0.1,0.3,0.5,0.1,0.1,0.2,54.5,45.5,0.00,0.9,1.1,2.0,,,,,,,,,,
Bruno Caboclo,HOU,25,6,6.1,0.0,0.0,0.2,0.2,0.2,0.3,50.0,50.0,0.00,1.7,0.3,2.0,,,,,,,,,,
T.J. Warren,IND,27,4,29.3,0.5,1.0,1.5,0.0,0.3,0.3,0.0,100,0.00,0.5,1.5,2.0,,,,,,,,,,
Vernon Carey Jr.,CHA,20,19,6.0,0.3,0.6,0.2,0.1,0.0,0.1,100,0.0,0.00,1.4,0.6,2.0,,,,,,,,,,
Darius Miller,OKC,31,18,10.9,0.2,0.5,1.3,0.0,0.2,0.2,0.0,100,0.00,1.1,0.9,1.9,,,,,,,,,,
Wes Iwundu,NOP,26,41,13.1,0.1,0.1,0.9,0.1,0.1,0.3,45.5,54.5,0.00,0.9,1.0,1.9,,,,,,,,,,
Justin James,SAC,24,36,8.6,0.1,0.2,0.4,0.1,0.1,0.2,57.1,42.9,0.03,1.1,0.9,1.9,,,,,,,,,,
Kelan Martin,IND,25,35,9.2,0.3,0.6,0.7,0.1,0.1,0.1,50.0,50.0,0.00,1.1,0.7,1.9,,,,,,,,,,
Paul Watson,TOR,26,27,11.0,0.0,0.1,0.6,0.1,0.2,0.3,28.6,71.4,0.04,1.0,0.9,1.9,,,,,,,,,,
Rajon Rondo,LAC,35,45,17.1,0.4,1.0,1.5,0.2,0.1,0.3,61.5,38.5,0.04,0.4,1.5,1.9,,,,,,,,,,
Trae Young,ATL,22,63,33.7,0.1,0.3,1.4,0.5,0.6,1.1,49.3,50.7,0.06,0.8,1.0,1.9,,,,,,,,,,
Udoka Azubuike,UTA,21,15,3.8,0.5,1.1,0.1,0.0,0.1,0.1,0.0,100,0.00,1.6,0.3,1.9,,,,,,,,,,
T.J. Leaf,POR,24,7,5.1,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.00,1.4,0.4,1.9,,,,,,,,,,
Daniel Oturu,LAC,21,30,5.4,0.7,1.6,0.3,0.1,0.1,0.2,60.0,40.0,0.03,1.3,0.6,1.8,,,,,,,,,,
Jared Dudley,LAL,35,12,6.7,0.3,0.6,0.8,0.1,0.1,0.2,50.0,50.0,0.00,1.2,0.7,1.8,,,,,,,,,,
Marques Bolden,CLE,23,6,4.8,0.2,0.3,0.3,0.3,0.0,0.3,100,0.0,0.00,1.2,0.7,1.8,,,,,,,,,,
Patty Mills,SAS,32,68,24.8,0.4,0.9,1.3,0.3,0.3,0.6,54.8,45.2,0.09,0.8,1.0,1.8,,,,,,,,,,
Keita Bates-Diop,SAS,25,30,8.2,0.1,0.2,0.5,0.1,0.2,0.3,30.0,70.0,0.00,1.0,0.8,1.8,,,,,,,,,,
Quinndary Weatherspoon,SAS,24,20,6.1,0.0,0.0,0.8,0.1,0.3,0.4,25.0,75.0,0.05,0.8,1.1,1.8,,,,,,,,,,
Vincent Poirier,PHI,27,10,3.9,0.6,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.00,1.6,0.2,1.8,,,,,,,,,,
Jalen Smith,PHX,21,27,5.8,0.3,0.7,0.1,0.0,0.0,0.1,50.0,50.0,0.00,1.0,0.8,1.8,,,,,,,,,,
Trent Forrest,UTA,23,30,10.1,0.1,0.3,0.6,0.1,0.1,0.2,66.7,33.3,0.00,1.0,0.8,1.8,,,,,,,,,,
Deividas Sirvydis,DET,21,20,6.7,0.1,0.1,0.5,0.0,0.1,0.1,0.0,100,0.00,0.8,0.9,1.8,,,,,,,,,,
Javonte Green,CHI,27,41,11.6,0.2,0.6,1.4,0.3,0.1,0.4,66.7,33.3,0.00,0.9,0.8,1.7,,,,,,,,,,
Jontay Porter,MEM,21,11,4.9,0.6,1.1,0.4,0.0,0.1,0.1,0.0,100,0.00,1.4,0.4,1.7,,,,,,,,,,
Isaiah Joe,PHI,21,41,9.3,0.1,0.2,0.5,0.1,0.1,0.2,50.0,50.0,0.07,0.6,1.1,1.7,,,,,,,,,,
Didi Louzada,NOP,21,3,18.8,0.0,0.0,1.0,0.3,0.3,0.7,50.0,50.0,0.00,1.0,0.7,1.7,,,,,,,,,,
Jeremiah Martin,CLE,25,9,8.4,0.0,0.0,1.3,0.2,0.1,0.3,66.7,33.3,0.00,1.2,0.4,1.7,,,,,,,,,,
Devin Cannady,ORL,25,8,9.3,0.1,0.4,0.8,0.1,0.1,0.3,50.0,50.0,0.00,0.6,1.0,1.6,,,,,,,,,,
Frank Ntilikina,NYK,22,33,9.8,0.1,0.2,1.0,0.0,0.1,0.1,0.0,100,0.06,0.9,0.7,1.6,,,,,,,,,,
Anderson Varejao,CLE,38,5,7.2,0.6,1.4,0.2,0.0,0.2,0.2,0.0,100,0.00,1.0,0.6,1.6,,,,,,,,,,
Cameron Reynolds,HOU,26,5,8.1,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.00,1.4,0.2,1.6,,,,,,,,,,
Chris Chiozza,BKN,25,22,10.6,0.4,0.9,0.6,0.1,0.2,0.3,16.7,83.3,0.00,0.7,0.9,1.6,,,,,,,,,,
Juwan Morgan,UTA,24,29,5.1,0.6,1.3,0.3,0.0,0.1,0.1,33.3,66.7,0.00,0.8,0.8,1.6,,,,,,,,,,
Shaquille Harrison,DEN,27,34,9.8,0.1,0.1,1.1,0.3,0.1,0.4,69.2,30.8,0.00,0.6,1.0,1.6,,,,,,,,,,
Sindarius Thornwell,ORL,26,21,10.3,0.1,0.3,0.7,0.1,0.1,0.2,25.0,75.0,0.00,0.7,0.9,1.6,,,,,,,,,,
Bol Bol,DEN,21,32,5.0,0.0,0.1,0.1,0.0,0.1,0.1,25.0,75.0,0.00,0.7,0.9,1.6,,,,,,,,,,
Vlatko Cancar,DEN,24,41,6.9,0.1,0.3,0.3,0.0,0.1,0.1,20.0,80.0,0.00,0.7,0.9,1.6,,,,,,,,,,
Josh Green,DAL,20,39,11.4,0.2,0.5,0.9,0.2,0.2,0.4,56.3,43.8,0.03,0.7,0.8,1.5,,,,,,,,,,
Kostas Antetokounmpo,LAL,23,15,3.7,0.2,0.5,0.3,0.0,0.5,0.5,0.0,100,0.00,1.0,0.5,1.5,,,,,,,,,,
Langston Galloway,PHX,29,40,10.9,0.1,0.1,0.3,0.1,0.1,0.2,75.0,25.0,0.03,0.7,0.8,1.5,,,,,,,,,,
Jevon Carter,PHX,25,60,11.9,0.1,0.3,1.2,0.1,0.2,0.3,35.3,64.7,0.00,0.8,0.8,1.5,,,,,,,,,,
Karim Mane,ORL,21,10,8.8,0.0,0.0,0.0,0.0,0.1,0.1,0.0,100,0.00,0.6,0.9,1.5,,,,,,,,,,
Noah Vonleh,BKN,25,4,2.7,0.3,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.00,1.0,0.5,1.5,,,,,,,,,,
D.J. Augustin,HOU,33,57,19.8,0.1,0.1,0.6,0.2,0.2,0.4,52.2,47.8,0.07,0.4,1.1,1.5,,,,,,,,,,
Trey Burke,DAL,28,62,14.7,0.3,0.7,0.9,0.2,0.1,0.3,61.1,38.9,0.02,1.0,0.4,1.4,,,,,,,,,,
Tyler Bey,DAL,23,18,3.9,0.1,0.2,0.2,0.1,0.0,0.1,100,0.0,0.00,0.6,0.8,1.4,,,,,,,,,,
JJ Redick,DAL,37,44,16.4,0.4,0.8,0.3,0.1,0.1,0.3,45.5,54.5,0.18,0.5,1.0,1.4,,,,,,,,,,
Devontae Cacok,LAL,24,20,4.9,0.6,1.3,0.5,0.1,0.0,0.1,100,0.0,0.00,0.9,0.5,1.4,,,,,,,,,,
Tim Frazier,MEM,30,5,12.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0,0.4,1.4,,,,,,,,,,
Yogi Ferrell,LAC,28,10,13.7,0.2,0.5,0.8,0.1,0.9,1.0,10.0,90.0,0.00,0.8,0.6,1.4,,,,,,,,,,
Jahmi'us Ramsey,SAC,20,13,7.3,0.0,0.0,0.4,0.0,0.1,0.1,0.0,100,0.00,0.7,0.7,1.4,,,,,,,,,,
Jordan Bone,ORL,23,14,14.0,0.0,0.0,0.6,0.3,0.2,0.5,57.1,42.9,0.00,0.8,0.6,1.4,,,,,,,,,,
CJ Elleby,POR,21,30,6.4,0.0,0.0,0.4,0.1,0.1,0.1,50.0,50.0,0.03,0.7,0.6,1.3,,,,,,,,,,
Cristiano Felicio,CHI,28,18,4.6,1.1,2.3,0.3,0.1,0.1,0.2,66.7,33.3,0.00,1.1,0.3,1.3,,,,,,,,,,
Nick Richards,CHA,23,18,3.5,0.3,0.7,0.1,0.1,0.0,0.1,100,0.0,0.00,0.7,0.7,1.3,,,,,,,,,,
Sam Merrill,MIL,25,30,7.8,0.0,0.1,0.5,0.1,0.1,0.2,57.1,42.9,0.03,0.6,0.7,1.3,,,,,,,,,,
Amir Coffey,LAC,24,44,9.0,0.1,0.2,0.4,0.1,0.1,0.2,50.0,50.0,0.00,0.6,0.6,1.3,,,,,,,,,,
Axel Toupane,MIL,28,8,7.7,0.0,0.0,2.1,0.0,0.1,0.1,0.0,100,0.00,0.8,0.5,1.3,,,,,,,,,,
Skylar Mays,ATL,23,33,8.2,0.1,0.2,0.9,0.1,0.2,0.3,36.4,63.6,0.03,0.6,0.7,1.2,,,,,,,,,,
Rodions Kurucs,MIL,23,21,5.9,0.1,0.1,0.7,0.0,0.1,0.1,0.0,100,0.00,0.9,0.3,1.2,,,,,,,,,,
Rodney McGruder,DET,29,16,12.1,0.2,0.5,0.9,0.2,0.3,0.4,42.9,57.1,0.00,0.5,0.7,1.2,,,,,,,,,,
Ryan Arcidiacono,CHI,27,44,10.2,0.1,0.3,0.5,0.1,0.1,0.2,44.4,55.6,0.20,0.5,0.7,1.2,,,,,,,,,,
Alfonzo McKinnie,LAL,28,39,6.6,0.1,0.2,0.2,0.1,0.0,0.1,80.0,20.0,0.10,0.5,0.6,1.1,,,,,,,,,,
Justin Robinson,OKC,23,9,9.8,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.22,0.4,0.7,1.1,,,,,,,,,,
Carsen Edwards,BOS,23,31,8.9,0.0,0.1,0.4,0.0,0.2,0.2,16.7,83.3,0.00,0.5,0.6,1.1,,,,,,,,,,
Nico Mannion,GSW,20,30,12.1,0.1,0.2,0.9,0.1,0.1,0.2,57.1,42.9,0.03,0.4,0.7,1.1,,,,,,,,,,
Kyle Guy,SAC,23,31,7.6,0.1,0.3,0.1,0.2,0.1,0.3,62.5,37.5,0.03,0.5,0.6,1.1,,,,,,,,,,
Matt Thomas,UTA,26,45,7.3,0.0,0.1,0.2,0.1,0.1,0.2,62.5,37.5,0.00,0.4,0.6,1.0,,,,,,,,,,
Devon Dotson,CHI,21,11,4.6,0.0,0.0,0.7,0.0,0.3,0.3,0.0,100,0.00,0.6,0.4,1.0,,,,,,,,,,
Malik Fitts,LAC,23,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3,0.7,1.0,,,,,,,,,,
Patrick McCaw,TOR,25,5,6.7,0.2,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.00,0.2,0.8,1.0,,,,,,,,,,
Keljin Blevins,POR,25,17,4.4,0.0,0.0,0.2,0.0,0.1,0.1,0.0,100,0.00,0.3,0.6,0.9,,,,,,,,,,
Mason Jones,PHI,22,32,10.5,0.0,0.1,0.3,0.1,0.1,0.2,40.0,60.0,0.00,0.6,0.4,0.9,,,,,,,,,,
Jarrell Brantley,UTA,25,28,4.9,0.1,0.3,0.4,0.0,0.1,0.1,25.0,75.0,0.00,0.7,0.3,0.9,,,,,,,,,,
Tremont Waters,BOS,23,26,9.1,0.1,0.2,1.1,0.1,0.1,0.2,60.0,40.0,0.00,0.3,0.7,0.9,,,,,,,,,,
Rayjon Tucker,PHI,23,14,4.9,0.1,0.1,0.3,0.1,0.1,0.3,50.0,50.0,0.14,0.1,0.7,0.9,,,,,,,,,,
Tre Jones,SAS,21,37,7.3,0.1,0.1,0.5,0.1,0.0,0.1,66.7,33.3,0.00,0.5,0.3,0.8,,,,,,,,,,
Markus Howard,DEN,22,37,5.5,0.1,0.2,0.2,0.0,0.1,0.1,33.3,66.7,0.03,0.2,0.7,0.8,,,,,,,,,,
Gary Payton II,GSW,28,10,4.0,0.1,0.2,0.9,0.1,0.2,0.3,33.3,66.7,0.00,0.6,0.2,0.8,,,,,,,,,,
Jalen Lecque,IND,21,4,3.0,0.0,0.0,0.3,0.3,0.0,0.3,100,0.0,0.00,0.8,0.0,0.8,,,,,,,,,,
Nate Darling,CHA,22,7,3.7,0.0,0.0,0.0,0.1,0.0,0.1,100,0.0,0.14,0.4,0.3,0.7,,,,,,,,,,
Cassius Stanley,IND,21,24,3.9,0.0,0.0,0.2,0.0,0.0,0.1,50.0,50.0,0.00,0.3,0.3,0.7,,,,,,,,,,
Isaiah Thomas,NOP,32,3,16.1,0.0,0.0,0.3,0.0,0.3,0.3,0.0,100,0.00,0.0,0.7,0.7,,,,,,,,,,
Quinn Cook,CLE,28,23,6.8,0.1,0.3,0.2,0.0,0.1,0.1,0.0,100,0.00,0.3,0.3,0.6,,,,,,,,,,
Elijah Hughes,UTA,23,18,3.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.3,0.3,0.6,,,,,,,,,,
Cassius Winston,WAS,23,22,4.5,0.0,0.0,0.2,0.0,0.1,0.1,0.0,100,0.00,0.1,0.4,0.6,,,,,,,,,,
Theo Pinson,NYK,25,17,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.2,0.3,0.5,,,,,,,,,,
Ty-Shon Alexander,PHX,22,15,3.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.2,0.3,0.5,,,,,,,,,,
Iman Shumpert,BKN,31,2,5.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.5,0.5,,,,,,,,,,
Jared Harper,NYK,23,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.5,0.5,,,,,,,,,,
Robert Woodard II,SAC,21,13,3.5,0.1,0.4,0.0,0.1,0.0,0.1,100,0.0,0.00,0.4,0.1,0.5,,,,,,,,,,
Tyrell Terry,DAL,20,11,5.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.09,0.3,0.1,0.4,,,,,,,,,,
Nate Hinton,DAL,22,21,4.4,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.1,0.3,,,,,,,,,,
Terrance Ferguson,PHI,23,13,3.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.00,0.2,0.1,0.3,,,,,,,,,,
Adam Mokoka,CHI,22,14,4.0,0.0,0.0,0.3,0.1,0.0,0.1,100,0.0,0.00,0.2,0.1,0.3,,,,,,,,,,
Grant Riller,CHA,24,7,3.9,0.1,0.4,0.1,0.0,0.1,0.1,0.0,100,0.00,0.0,0.3,0.3,,,,,,,,,,
Jaylen Adams,MIL,25,7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3,0.0,0.3,,,,,,,,,,
James Nunnally,NOP,30,9,5.3,0.0,0.0,0.1,0.0,0.1,0.1,0.0,100,0.00,0.0,0.2,0.2,,,,,,,,,,
Brian Bowen II,IND,22,6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2,0.0,0.2,,,,,,,,,,
Ashton Hagans,MIN,21,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,,,,,,,,,,
Greg Whittington,DEN,28,4,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,,,,,,,,,,
Udonis Haslem,MIA,41,1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00,0.0,0.0,0.0,,,,,,,,,,
Will Magnay,NOP,23,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,,,,,,,,,,
